title	Url	Description	Elements
Pricing table 	https://gene-2697.site.strattic.io/index.php/wireframe/pricing-18/	Pricing table with two centered columns that contains a heading and description, followed by two price tables  each includes the plan name, description, price tag, and a large features list with two columns, followed by a button.	Heaidng, text, button, icon
